gen,best_train_mse,mean_train_mse,val_mse,sigma,diversity
133,0.01230210554,0.2944107076,0.008958214274,0.1330251715,1.36840459
134,0.01230210554,0.2572538979,0.008958214274,0.132905106,1.38713431
135,0.01230210554,0.3216598321,0.008958214274,0.132785149,1.431290028
136,0.01230210554,0.2783819404,0.008958214274,0.1326653002,1.512637063
137,0.01230210554,0.2398588368,0.008958214274,0.1325455595,1.516793042
138,0.01230210554,0.2343931938,0.008958214274,0.132425927,1.558094383
139,0.01230210554,0.2698372351,0.008958214274,0.1323064024,1.600644378
140,0.01230210554,0.3135654764,0.008958214274,0.1321869857,1.636793453
141,0.01230210554,0.2294315421,0.008958214274,0.1320676768,1.691216322
142,0.01230210554,0.3032388844,0.008958214274,0.1319484756,1.674795128
143,0.01230210554,0.2542061532,0.008958214274,0.131829382,1.739291709
144,0.01230210554,0.2649456105,0.008958214274,0.1317103958,1.768247042
145,0.01230210554,0.2553657008,0.008958214274,0.1315915171,1.841717528
146,0.01230210554,0.2129239122,0.008958214274,0.1314727456,1.867395934
147,0.009672587044,0.2149449614,0.006351058586,0.1313540814,1.889385579
148,0.009672587044,0.3524307686,0.006351058586,0.1312355242,1.867262701
149,0.009672587044,0.3268821319,0.006351058586,0.1311170741,1.892708042
150,0.009672587044,0.3154189847,0.006351058586,0.1309987308,1.971282269
151,0.009672587044,0.2259799569,0.006351058586,0.1308804944,2.06813373
152,0.009672587044,0.211860806,0.006351058586,0.1307623647,2.136575943
153,0.009672587044,0.1971642628,0.006351058586,0.1306443416,2.17731654
154,0.009672587044,0.2055163285,0.006351058586,0.1305264251,2.203072612
155,0.009672587044,0.2656393769,0.006351058586,0.1304086149,2.234828453
156,0.009672587044,0.2565672093,0.006351058586,0.1302909112,2.29373331
157,0.009672587044,0.2626907546,0.006351058586,0.1301733136,2.328107585
158,0.009672587044,0.2764926602,0.006351058586,0.1300558222,2.410672492
159,0.009672587044,0.2425068534,0.006351058586,0.1299384368,2.473983006
160,0.009672587044,0.2411478568,0.006351058586,0.1298211574,2.506535812
161,0.009672587044,0.2723437137,0.006351058586,0.1297039838,2.525196796
162,0.009672587044,0.2698883011,0.006351058586,0.129586916,2.602250569
163,0.009672587044,0.2522598516,0.006351058586,0.1294699539,2.667919219
164,0.009672587044,0.191156462,0.006351058586,0.1293530973,2.695671317
165,0.009672587044,0.2576068225,0.006351058586,0.1292363462,2.746322568
166,0.009672587044,0.2078987173,0.006351058586,0.1291197004,2.819173537
167,0.009672587044,0.2692843752,0.006351058586,0.12900316,2.812728688
168,0.009672587044,0.2497382267,0.006351058586,0.1288867247,2.832361762
169,0.009672587044,0.1776549929,0.006351058586,0.1287703946,2.867873382
170,0.009672587044,0.1961831187,0.006351058586,0.1286541694,2.900867681
171,0.009672587044,0.2181820374,0.006351058586,0.1285380491,2.967423072
172,0.009672587044,0.2410507324,0.006351058586,0.1284220336,2.950381001
173,0.009672587044,0.2161785377,0.006351058586,0.1283061229,3.011745908
174,0.009672587044,0.2554308266,0.006351058586,0.1281903168,3.013342218
175,0.009672587044,0.3060568451,0.006351058586,0.1280746152,3.011599971
176,0.009672587044,0.244873483,0.006351058586,0.127959018,3.034991402
177,0.009672587044,0.2340805853,0.006351058586,0.1278435251,3.073433826
178,0.009672587044,0.2313724868,0.006351058586,0.1277281365,3.078949755
179,0.009672587044,0.2095289931,0.006351058586,0.1276128521,3.152057002
180,0.009672587044,0.1651157793,0.006351058586,0.1274976717,3.156770908
181,0.009672587044,0.1579226018,0.006351058586,0.1273825952,3.166571081
182,0.009672587044,0.145183404,0.006351058586,0.1272676226,3.201529527
183,0.009672587044,0.176841081,0.006351058586,0.1271527538,3.185986064
